uncertainty_type,dice mean,dice 95%,best_dice mean,best_dice 95%,avd mean,avd 95%,best_avd mean,best_avd 95%,recall mean,recall 95%,f1 mean,f1 95%
Ens,0.5914084258916666,0.010580837862120699,0.6018636489277778,0.006274789045161801,102.73969009622222,11.747029359943504,38.85751503228055,6.453994290390812,0.4213643101111111,0.011969888736646178,0.40182058258333336,0.006750092681462952
Evid,0.5783428748527778,0.011822502381743635,,,109.11037735683334,14.818768364010571,,,0.48871282922222226,0.023961872543502336,0.38213914681666666,0.020185406336018157
Ind,0.58530558805,0.01915409243553271,0.5874553684861111,0.019431574793883133,101.53099206490278,26.395527169950004,99.01245611481944,25.72136323299616,0.4923745051944444,0.052355703554490055,0.4124514423888889,0.019366681948381325
MC-Drop,0.5495123445611111,0.017767976757959426,0.5727248117444445,0.018100211610849227,144.5856871281389,25.721325845677008,84.95724592500834,22.510234954821232,0.4537929801388889,0.029650025244271693,0.36168884823611114,0.022258346716853096
P-Unet,0.5839791584722223,0.019322565922895038,0.5940580172666666,0.022505636483106505,105.67174042663889,16.63822409840895,84.10648192386111,18.64288832226544,0.5272135758055555,0.01396171730466462,0.40796710244444445,0.03659637088506111
SEnt,0.5464820359527778,0.015499090465981576,,,132.75428781452777,14.911502828739728,,,0.4328012939166667,0.03182665613779826,0.3369811861611111,0.01696045234993829
SSN,0.5829671798777777,0.010372472434540328,0.6247927810444444,0.011716172771980863,121.61862048211111,21.282171557678648,37.88498209094166,18.629410564000434,0.5158724817222222,0.041251307506073434,0.39390078426388886,0.012827303788793055
SSN-Ens,0.6277574321666667,0.003252721625018519,0.6521089231944445,0.004803049132363843,70.10054264833333,7.353621596405195,16.029315446411115,2.9194969594130775,0.4909460882777778,0.009475617141472808,0.45999099852777775,0.00887568653575226
