,model_name,dice_mean,dice_95%conf,hd95_mean,hd95_95%conf,avd_mean,avd_95%conf,recall_mean,recall_95%conf,f1_mean,f1_95%conf,rmse_mean,rmse_95%conf,best_dice_mean,best_dice_95%conf,best_avd_mean,best_avd_95%conf,best_rmse_mean,best_rmse_95%conf
0,ssn_prehead16_rank15_sdice0,0.5809406638145447,0.06170404329895973,11.631230354309082,1.7914456129074097,95.22162628173828,65.34581756591797,0.5091990828514099,0.05011865496635437,0.4216289520263672,0.042451128363609314,0.5855427384376526,0.017054682597517967,0.6171579360961914,0.05373869836330414,12.693150520324707,11.516378402709961,0.514083743095398,0.0166216641664505
