,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss20,rater1_best_dice_dsorted_ss20
0,0.7811359,15.44256,0.52382606,16.944656,0.37974387,0.37974084372583183,0.783562421798706,0.5269377827644348
1,0.8286989,8.484081,0.7070685,17.701204,0.298003,0.2980010760457892,0.831390380859375,0.7084280252456665
2,0.56980056,10.657193,0.3532684,104.66101,0.592637,0.592647187058863,0.5752128958702087,0.3545706272125244
3,0.6999594,25.44295,0.57272726,8.521739,0.5373122,0.5373121490603998,0.7016686797142029,0.5748175382614136
4,0.6709967,46.510735,0.7002601,17.504436,0.47568342,0.4756829637445901,0.6718320250511169,0.7031859755516052
5,0.7003257,27.841902,0.58219177,49.299583,0.5280291,0.5280240186735204,0.7030006051063538,0.5839869379997253
6,0.6214689,41.681572,0.42337376,43.889843,0.6201277,0.6201338437042739,0.6235827803611755,0.42619311809539795
7,0.7849057,20.3125,0.77728325,8.186141,0.36246225,0.36246016307881,0.7869014143943787,0.7791422009468079
8,0.7167698,23.048908,0.5668016,54.039776,0.48232394,0.4823192564280409,0.7194329500198364,0.5683806538581848
9,0.6798122,32.15409,0.56047404,56.97906,0.54674864,0.5467491584388833,0.682330846786499,0.5617585778236389
