,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss25,rater1_best_dice_dsorted_ss25
0,0.5503468,20.34045,0.56729305,0.19471203,0.83567053,0.8354909300804139,0.5553494691848755,0.573905885219574
1,0.6322857,5.7203,0.63682634,0.15051174,0.7219052,0.7217247297366461,0.6376164555549622,0.6400082111358643
2,0.67376214,0.102266915,0.6949506,0.78628266,0.5854194,0.5853990213076273,0.6821036338806152,0.7042901515960693
3,0.16100442,30.955261,0.15335463,4.6692605,0.9289207,0.9298552219072979,0.1831442415714264,0.17301037907600403
4,0.12689655,0.33783785,0.17264573,45.054947,1.0955262,1.0949835757414499,0.15334947407245636,0.2115183174610138
5,0.05151515,64.7541,0.05879265,62.85097,1.3383771,1.3365103650962311,0.0555555559694767,0.06292134523391724
6,0.28782028,13.247588,0.28497943,0.10570824,1.0106446,1.0094588971138,0.3010997474193573,0.3048403561115265
7,0.5048431,42.113674,0.5265093,40.518353,1.0257884,1.0253892252842585,0.507220983505249,0.5294598340988159
8,0.5446474,20.435108,0.5640678,0.11466695,0.8222426,0.8219226151704789,0.5486394166946411,0.5697818398475647
9,0.2027439,6.0869565,0.199012,2.1238937,0.90124106,0.8995467180013658,0.24134871363639832,0.21906355023384094
10,0.6956179,0.15343699,0.6953821,12.98053,0.62358606,0.6235269502798716,0.7028037309646606,0.7018080949783325
11,0.31653544,5.4908485,0.30172414,3.081664,0.8901089,0.8895931504170099,0.34438955783843994,0.33556148409843445
12,0.7134329,0.012677484,0.7109726,0.60577184,0.67248976,0.6723630911111832,0.7189860343933105,0.7188888788223267
13,0.7217881,21.478394,0.7364145,9.197008,0.63378793,0.6337067248423894,0.7231014966964722,0.7391459941864014
14,0.3994232,0.8016032,0.42279592,2.9767442,0.9436395,0.9430095380544662,0.4256731867790222,0.44826027750968933
15,0.3669355,0.43336946,0.33936885,2.9776676,1.0364932,1.0355718076229097,0.3918067216873169,0.364827960729599
16,0.6790526,24.35785,0.68383855,18.517452,0.7467313,0.7466643426815669,0.6796213984489441,0.6851915121078491
17,0.7600488,3.965007,0.76434934,0.16740324,0.5601826,0.5600945852200191,0.7626444101333618,0.7688513398170471
18,0.71231234,0.49640536,0.7118545,1.1365923,0.6147929,0.6146820614735286,0.7175183296203613,0.7195239663124084
19,0.64360803,11.004736,0.63854855,0.18785958,0.7294848,0.7293316153685252,0.6470167636871338,0.6421141028404236
20,0.756151,0.20484808,0.74258924,20.215248,0.4830045,0.48257648150126137,0.7696002721786499,0.7473376989364624
21,0.7523942,0.08677543,0.75060266,12.987203,0.46822524,0.4679148775339127,0.7638280987739563,0.7551683187484741
22,0.60323685,33.41503,0.5958904,33.68592,0.70820594,0.7072434465090434,0.6119778752326965,0.6048828959465027
23,0.22546972,20.477816,0.2349486,47.99107,1.0723388,1.0710851821303369,0.26291078329086304,0.25969645380973816
24,0.38502672,45.11278,0.44705883,24.742268,0.7634779,0.7635062378644945,0.4117647111415863,0.4820846915245056
25,0.5944645,10.913706,0.59619844,3.557312,0.6727586,0.6726200912396114,0.6196721196174622,0.6179245114326477
26,0.7099965,1.5140591,0.7454239,0.2189621,0.54387295,0.5435565040508906,0.7253233790397644,0.7604737877845764
27,0.6999872,24.88779,0.7183603,7.796143,0.60387844,0.6032603273789088,0.7037519812583923,0.7244464159011841
28,0.38172588,53.644318,0.38481677,31.612904,0.9233538,0.9215603662530581,0.402542382478714,0.41786742210388184
29,0.72366005,27.21831,0.7306389,0.096852295,0.46903265,0.46882601439952853,0.7250255346298218,0.7375548481941223
30,0.78315294,11.868374,0.8077356,0.5634315,0.37793803,0.3778378301858902,0.7885390520095825,0.820773184299469
31,0.7127724,13.18582,0.6942299,1.9114368,0.4936197,0.49343755702177683,0.7182890772819519,0.7105751633644104
32,0.8230369,16.448597,0.82384473,1.6862171,0.36217052,0.3621194066603978,0.8239929676055908,0.8284038305282593
33,0.76720816,10.779798,0.79222023,0.24509805,0.43969044,0.43952676455179857,0.7694922685623169,0.8012154698371887
34,0.70670533,14.959319,0.7365978,0.24730216,0.51399606,0.5138306844234467,0.7123759388923645,0.7484955191612244
35,0.6162938,41.62674,0.6779576,21.66567,0.696409,0.6961722803115844,0.6178217530250549,0.6832106709480286
36,0.6176324,41.457138,0.6910798,13.865423,0.5683929,0.5681229996681213,0.6179619431495667,0.6990259885787964
37,0.69703466,19.942102,0.71187973,7.011208,0.55421716,0.5535984357198079,0.7027519345283508,0.7192550897598267
38,0.47865602,61.7078,0.5199159,48.22863,0.9807073,0.9805630485216776,0.47963351011276245,0.5213244557380676
39,0.72993827,8.354898,0.7281657,0.06388416,0.5117764,0.5114048131306966,0.7366036176681519,0.7397881746292114
40,0.38832638,5.4884744,0.40149292,21.762835,1.0256896,1.0251319581270217,0.40581464767456055,0.4143277108669281
41,0.3342436,92.96,0.36514223,0.8915304,0.85490555,0.8543763822317124,0.3550538718700409,0.3920454680919647
42,0.33816424,16.81416,0.29268292,44.77807,1.0849949,1.0845169014732043,0.3580736517906189,0.30493664741516113
43,0.40770638,91.108925,0.68824714,0.17209011,0.5866742,0.586472447514534,0.4237824082374573,0.699999988079071
44,0.6717195,3.677563,0.7274175,0.2821727,0.5933849,0.5931534403562546,0.6814404726028442,0.7335062623023987
45,0.592926,5.280528,0.61592364,0.10170353,0.6751305,0.6748821584383646,0.6061980128288269,0.6374645829200745
