,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,UIRO_curves_t0.00,JUEO_curves_t0.00,UIRO_curves_t0.01,JUEO_curves_t0.01,UIRO_curves_t0.02,JUEO_curves_t0.02,UIRO_curves_t0.03,JUEO_curves_t0.03,UIRO_curves_t0.04,JUEO_curves_t0.04,UIRO_curves_t0.05,JUEO_curves_t0.05,UIRO_curves_t0.06,JUEO_curves_t0.06,UIRO_curves_t0.07,JUEO_curves_t0.07,UIRO_curves_t0.08,JUEO_curves_t0.08,UIRO_curves_t0.09,JUEO_curves_t0.09,UIRO_curves_t0.10,JUEO_curves_t0.10,UIRO_curves_t0.11,JUEO_curves_t0.11,UIRO_curves_t0.12,JUEO_curves_t0.12,UIRO_curves_t0.13,JUEO_curves_t0.13,UIRO_curves_t0.14,JUEO_curves_t0.14,UIRO_curves_t0.15,JUEO_curves_t0.15,UIRO_curves_t0.16,JUEO_curves_t0.16,UIRO_curves_t0.17,JUEO_curves_t0.17,UIRO_curves_t0.18,JUEO_curves_t0.18,UIRO_curves_t0.19,JUEO_curves_t0.19,UIRO_curves_t0.20,JUEO_curves_t0.20,UIRO_curves_t0.21,JUEO_curves_t0.21,UIRO_curves_t0.22,JUEO_curves_t0.22,UIRO_curves_t0.23,JUEO_curves_t0.23,UIRO_curves_t0.24,JUEO_curves_t0.24,UIRO_curves_t0.25,JUEO_curves_t0.25,UIRO_curves_t0.26,JUEO_curves_t0.26,UIRO_curves_t0.27,JUEO_curves_t0.27,UIRO_curves_t0.28,JUEO_curves_t0.28,UIRO_curves_t0.29,JUEO_curves_t0.29,UIRO_curves_t0.30,JUEO_curves_t0.30,UIRO_curves_t0.31,JUEO_curves_t0.31,UIRO_curves_t0.32,JUEO_curves_t0.32,UIRO_curves_t0.33,JUEO_curves_t0.33,UIRO_curves_t0.34,JUEO_curves_t0.34,UIRO_curves_t0.35,JUEO_curves_t0.35,UIRO_curves_t0.36,JUEO_curves_t0.36,UIRO_curves_t0.37,JUEO_curves_t0.37,UIRO_curves_t0.38,JUEO_curves_t0.38,UIRO_curves_t0.39,JUEO_curves_t0.39,UIRO_curves_t0.40,JUEO_curves_t0.40,UIRO_curves_t0.41,JUEO_curves_t0.41,UIRO_curves_t0.42,JUEO_curves_t0.42,UIRO_curves_t0.43,JUEO_curves_t0.43,UIRO_curves_t0.44,JUEO_curves_t0.44,UIRO_curves_t0.45,JUEO_curves_t0.45,UIRO_curves_t0.46,JUEO_curves_t0.46,UIRO_curves_t0.47,JUEO_curves_t0.47,UIRO_curves_t0.48,JUEO_curves_t0.48,UIRO_curves_t0.49,JUEO_curves_t0.49,UIRO_curves_t0.50,JUEO_curves_t0.50,UIRO_curves_t0.51,JUEO_curves_t0.51,UIRO_curves_t0.52,JUEO_curves_t0.52,UIRO_curves_t0.53,JUEO_curves_t0.53,UIRO_curves_t0.54,JUEO_curves_t0.54,UIRO_curves_t0.55,JUEO_curves_t0.55,UIRO_curves_t0.56,JUEO_curves_t0.56,UIRO_curves_t0.57,JUEO_curves_t0.57,UIRO_curves_t0.58,JUEO_curves_t0.58,UIRO_curves_t0.59,JUEO_curves_t0.59,UIRO_curves_t0.60,JUEO_curves_t0.60,UIRO_curves_t0.61,JUEO_curves_t0.61,UIRO_curves_t0.62,JUEO_curves_t0.62,UIRO_curves_t0.63,JUEO_curves_t0.63,UIRO_curves_t0.64,JUEO_curves_t0.64,UIRO_curves_t0.65,JUEO_curves_t0.65,UIRO_curves_t0.66,JUEO_curves_t0.66,UIRO_curves_t0.67,JUEO_curves_t0.67,UIRO_curves_t0.68,JUEO_curves_t0.68,UIRO_curves_t0.69,JUEO_curves_t0.69,no_edge_uiro_curves_t0.00,no_edge_jueo_curves0.00,no_edge_uiro_curves_t0.01,no_edge_jueo_curves0.01,no_edge_uiro_curves_t0.02,no_edge_jueo_curves0.02,no_edge_uiro_curves_t0.03,no_edge_jueo_curves0.03,no_edge_uiro_curves_t0.04,no_edge_jueo_curves0.04,no_edge_uiro_curves_t0.05,no_edge_jueo_curves0.05,no_edge_uiro_curves_t0.06,no_edge_jueo_curves0.06,no_edge_uiro_curves_t0.07,no_edge_jueo_curves0.07,no_edge_uiro_curves_t0.08,no_edge_jueo_curves0.08,no_edge_uiro_curves_t0.09,no_edge_jueo_curves0.09,no_edge_uiro_curves_t0.10,no_edge_jueo_curves0.10,no_edge_uiro_curves_t0.11,no_edge_jueo_curves0.11,no_edge_uiro_curves_t0.12,no_edge_jueo_curves0.12,no_edge_uiro_curves_t0.13,no_edge_jueo_curves0.13,no_edge_uiro_curves_t0.14,no_edge_jueo_curves0.14,no_edge_uiro_curves_t0.15,no_edge_jueo_curves0.15,no_edge_uiro_curves_t0.16,no_edge_jueo_curves0.16,no_edge_uiro_curves_t0.17,no_edge_jueo_curves0.17,no_edge_uiro_curves_t0.18,no_edge_jueo_curves0.18,no_edge_uiro_curves_t0.19,no_edge_jueo_curves0.19,no_edge_uiro_curves_t0.20,no_edge_jueo_curves0.20,no_edge_uiro_curves_t0.21,no_edge_jueo_curves0.21,no_edge_uiro_curves_t0.22,no_edge_jueo_curves0.22,no_edge_uiro_curves_t0.23,no_edge_jueo_curves0.23,no_edge_uiro_curves_t0.24,no_edge_jueo_curves0.24,no_edge_uiro_curves_t0.25,no_edge_jueo_curves0.25,no_edge_uiro_curves_t0.26,no_edge_jueo_curves0.26,no_edge_uiro_curves_t0.27,no_edge_jueo_curves0.27,no_edge_uiro_curves_t0.28,no_edge_jueo_curves0.28,no_edge_uiro_curves_t0.29,no_edge_jueo_curves0.29,no_edge_uiro_curves_t0.30,no_edge_jueo_curves0.30,no_edge_uiro_curves_t0.31,no_edge_jueo_curves0.31,no_edge_uiro_curves_t0.32,no_edge_jueo_curves0.32,no_edge_uiro_curves_t0.33,no_edge_jueo_curves0.33,no_edge_uiro_curves_t0.34,no_edge_jueo_curves0.34,no_edge_uiro_curves_t0.35,no_edge_jueo_curves0.35,no_edge_uiro_curves_t0.36,no_edge_jueo_curves0.36,no_edge_uiro_curves_t0.37,no_edge_jueo_curves0.37,no_edge_uiro_curves_t0.38,no_edge_jueo_curves0.38,no_edge_uiro_curves_t0.39,no_edge_jueo_curves0.39,no_edge_uiro_curves_t0.40,no_edge_jueo_curves0.40,no_edge_uiro_curves_t0.41,no_edge_jueo_curves0.41,no_edge_uiro_curves_t0.42,no_edge_jueo_curves0.42,no_edge_uiro_curves_t0.43,no_edge_jueo_curves0.43,no_edge_uiro_curves_t0.44,no_edge_jueo_curves0.44,no_edge_uiro_curves_t0.45,no_edge_jueo_curves0.45,no_edge_uiro_curves_t0.46,no_edge_jueo_curves0.46,no_edge_uiro_curves_t0.47,no_edge_jueo_curves0.47,no_edge_uiro_curves_t0.48,no_edge_jueo_curves0.48,no_edge_uiro_curves_t0.49,no_edge_jueo_curves0.49,no_edge_uiro_curves_t0.50,no_edge_jueo_curves0.50,no_edge_uiro_curves_t0.51,no_edge_jueo_curves0.51,no_edge_uiro_curves_t0.52,no_edge_jueo_curves0.52,no_edge_uiro_curves_t0.53,no_edge_jueo_curves0.53,no_edge_uiro_curves_t0.54,no_edge_jueo_curves0.54,no_edge_uiro_curves_t0.55,no_edge_jueo_curves0.55,no_edge_uiro_curves_t0.56,no_edge_jueo_curves0.56,no_edge_uiro_curves_t0.57,no_edge_jueo_curves0.57,no_edge_uiro_curves_t0.58,no_edge_jueo_curves0.58,no_edge_uiro_curves_t0.59,no_edge_jueo_curves0.59,no_edge_uiro_curves_t0.60,no_edge_jueo_curves0.60,no_edge_uiro_curves_t0.61,no_edge_jueo_curves0.61,no_edge_uiro_curves_t0.62,no_edge_jueo_curves0.62,no_edge_uiro_curves_t0.63,no_edge_jueo_curves0.63,no_edge_uiro_curves_t0.64,no_edge_jueo_curves0.64,no_edge_uiro_curves_t0.65,no_edge_jueo_curves0.65,no_edge_uiro_curves_t0.66,no_edge_jueo_curves0.66,no_edge_uiro_curves_t0.67,no_edge_jueo_curves0.67,no_edge_uiro_curves_t0.68,no_edge_jueo_curves0.68,no_edge_uiro_curves_t0.69,no_edge_jueo_curves0.69,sUIRO,sJUEO,sUEO_r1,sUEO_r2,s_ed_UIRO,s_ed_JUEO,mean_ind_entirely_uncert_t0.00,mean_ind_proportion_uncertain_t0.00,mean_ind_entirely_uncert_t0.01,mean_ind_proportion_uncertain_t0.01,mean_ind_entirely_uncert_t0.02,mean_ind_proportion_uncertain_t0.02,mean_ind_entirely_uncert_t0.03,mean_ind_proportion_uncertain_t0.03,mean_ind_entirely_uncert_t0.04,mean_ind_proportion_uncertain_t0.04,mean_ind_entirely_uncert_t0.05,mean_ind_proportion_uncertain_t0.05,mean_ind_entirely_uncert_t0.06,mean_ind_proportion_uncertain_t0.06,mean_ind_entirely_uncert_t0.07,mean_ind_proportion_uncertain_t0.07,mean_ind_entirely_uncert_t0.08,mean_ind_proportion_uncertain_t0.08,mean_ind_entirely_uncert_t0.09,mean_ind_proportion_uncertain_t0.09,mean_ind_entirely_uncert_t0.10,mean_ind_proportion_uncertain_t0.10,mean_ind_entirely_uncert_t0.11,mean_ind_proportion_uncertain_t0.11,mean_ind_entirely_uncert_t0.12,mean_ind_proportion_uncertain_t0.12,mean_ind_entirely_uncert_t0.13,mean_ind_proportion_uncertain_t0.13,mean_ind_entirely_uncert_t0.14,mean_ind_proportion_uncertain_t0.14,mean_ind_entirely_uncert_t0.15,mean_ind_proportion_uncertain_t0.15,mean_ind_entirely_uncert_t0.16,mean_ind_proportion_uncertain_t0.16,mean_ind_entirely_uncert_t0.17,mean_ind_proportion_uncertain_t0.17,mean_ind_entirely_uncert_t0.18,mean_ind_proportion_uncertain_t0.18,mean_ind_entirely_uncert_t0.19,mean_ind_proportion_uncertain_t0.19,mean_ind_entirely_uncert_t0.20,mean_ind_proportion_uncertain_t0.20,mean_ind_entirely_uncert_t0.21,mean_ind_proportion_uncertain_t0.21,mean_ind_entirely_uncert_t0.22,mean_ind_proportion_uncertain_t0.22,mean_ind_entirely_uncert_t0.23,mean_ind_proportion_uncertain_t0.23,mean_ind_entirely_uncert_t0.24,mean_ind_proportion_uncertain_t0.24,mean_ind_entirely_uncert_t0.25,mean_ind_proportion_uncertain_t0.25,mean_ind_entirely_uncert_t0.26,mean_ind_proportion_uncertain_t0.26,mean_ind_entirely_uncert_t0.27,mean_ind_proportion_uncertain_t0.27,mean_ind_entirely_uncert_t0.28,mean_ind_proportion_uncertain_t0.28,mean_ind_entirely_uncert_t0.29,mean_ind_proportion_uncertain_t0.29,mean_ind_entirely_uncert_t0.30,mean_ind_proportion_uncertain_t0.30,mean_ind_entirely_uncert_t0.31,mean_ind_proportion_uncertain_t0.31,mean_ind_entirely_uncert_t0.32,mean_ind_proportion_uncertain_t0.32,mean_ind_entirely_uncert_t0.33,mean_ind_proportion_uncertain_t0.33,mean_ind_entirely_uncert_t0.34,mean_ind_proportion_uncertain_t0.34,mean_ind_entirely_uncert_t0.35,mean_ind_proportion_uncertain_t0.35,mean_ind_entirely_uncert_t0.36,mean_ind_proportion_uncertain_t0.36,mean_ind_entirely_uncert_t0.37,mean_ind_proportion_uncertain_t0.37,mean_ind_entirely_uncert_t0.38,mean_ind_proportion_uncertain_t0.38,mean_ind_entirely_uncert_t0.39,mean_ind_proportion_uncertain_t0.39,mean_ind_entirely_uncert_t0.40,mean_ind_proportion_uncertain_t0.40,mean_ind_entirely_uncert_t0.41,mean_ind_proportion_uncertain_t0.41,mean_ind_entirely_uncert_t0.42,mean_ind_proportion_uncertain_t0.42,mean_ind_entirely_uncert_t0.43,mean_ind_proportion_uncertain_t0.43,mean_ind_entirely_uncert_t0.44,mean_ind_proportion_uncertain_t0.44,mean_ind_entirely_uncert_t0.45,mean_ind_proportion_uncertain_t0.45,mean_ind_entirely_uncert_t0.46,mean_ind_proportion_uncertain_t0.46,mean_ind_entirely_uncert_t0.47,mean_ind_proportion_uncertain_t0.47,mean_ind_entirely_uncert_t0.48,mean_ind_proportion_uncertain_t0.48,mean_ind_entirely_uncert_t0.49,mean_ind_proportion_uncertain_t0.49,mean_ind_entirely_uncert_t0.50,mean_ind_proportion_uncertain_t0.50,mean_ind_entirely_uncert_t0.51,mean_ind_proportion_uncertain_t0.51,mean_ind_entirely_uncert_t0.52,mean_ind_proportion_uncertain_t0.52,mean_ind_entirely_uncert_t0.53,mean_ind_proportion_uncertain_t0.53,mean_ind_entirely_uncert_t0.54,mean_ind_proportion_uncertain_t0.54,mean_ind_entirely_uncert_t0.55,mean_ind_proportion_uncertain_t0.55,mean_ind_entirely_uncert_t0.56,mean_ind_proportion_uncertain_t0.56,mean_ind_entirely_uncert_t0.57,mean_ind_proportion_uncertain_t0.57,mean_ind_entirely_uncert_t0.58,mean_ind_proportion_uncertain_t0.58,mean_ind_entirely_uncert_t0.59,mean_ind_proportion_uncertain_t0.59,mean_ind_entirely_uncert_t0.60,mean_ind_proportion_uncertain_t0.60,mean_ind_entirely_uncert_t0.61,mean_ind_proportion_uncertain_t0.61,mean_ind_entirely_uncert_t0.62,mean_ind_proportion_uncertain_t0.62,mean_ind_entirely_uncert_t0.63,mean_ind_proportion_uncertain_t0.63,mean_ind_entirely_uncert_t0.64,mean_ind_proportion_uncertain_t0.64,mean_ind_entirely_uncert_t0.65,mean_ind_proportion_uncertain_t0.65,mean_ind_entirely_uncert_t0.66,mean_ind_proportion_uncertain_t0.66,mean_ind_entirely_uncert_t0.67,mean_ind_proportion_uncertain_t0.67,mean_ind_entirely_uncert_t0.68,mean_ind_proportion_uncertain_t0.68,mean_ind_entirely_uncert_t0.69,mean_ind_proportion_uncertain_t0.69,mean_ind_mean_uncert,vds_rater0_sample0,vds_rater1_sample0,vds_rater_mean_sample0,vds_rater0_sample1,vds_rater1_sample1,vds_rater_mean_sample1,vds_rater0_sample2,vds_rater1_sample2,vds_rater_mean_sample2,vds_rater0_sample3,vds_rater1_sample3,vds_rater_mean_sample3,vds_rater0_sample4,vds_rater1_sample4,vds_rater_mean_sample4,vds_rater0_sample5,vds_rater1_sample5,vds_rater_mean_sample5,vds_rater0_sample6,vds_rater1_sample6,vds_rater_mean_sample6,vds_rater0_sample7,vds_rater1_sample7,vds_rater_mean_sample7,vds_rater0_sample8,vds_rater1_sample8,vds_rater_mean_sample8,vds_rater0_sample9,vds_rater1_sample9,vds_rater_mean_sample9,sample_vol_skew,GED_dice_sorted,rater0_best_dice_dsorted_ss10,rater1_best_dice_dsorted_ss10
0,0.53333336,5.1067514,0.5538825,1.5781922,0.6598733,0.0026813236,0.005144082,0.052185073,0.09708623,0.072294414,0.13536488,0.08647933,0.16220498,0.09792864,0.1851152,0.109100096,0.20670485,0.119867444,0.22591458,0.129276,0.24258724,0.13715269,0.25636157,0.14374518,0.26898852,0.14935514,0.2797432,0.15537146,0.29029667,0.16084945,0.29917794,0.1646393,0.30749315,0.16928406,0.31539425,0.17286521,0.32186955,0.17643142,0.32826158,0.17988369,0.3323483,0.18353528,0.33649155,0.18685983,0.34088096,0.19026275,0.34480953,0.19376753,0.3494161,0.19677779,0.35261253,0.1992697,0.35551614,0.2014064,0.3602341,0.20347586,0.36421832,0.20613761,0.36685625,0.20845234,0.37008983,0.20950441,0.37223122,0.21002826,0.37481067,0.21222271,0.37741163,0.21622676,0.3809844,0.21779141,0.38279107,0.21961053,0.38394642,0.22129028,0.38618445,0.22282648,0.38879395,0.22612143,0.3907803,0.22687872,0.392123,0.2266987,0.3935889,0.22746474,0.39552155,0.22808023,0.39547178,0.22673492,0.39482313,0.22736661,0.39469597,0.22769393,0.39444512,0.22714932,0.3940899,0.22809458,0.39306286,0.22771336,0.39020926,0.22820362,0.38874242,0.22725451,0.38835475,0.22831804,0.3894267,0.22823206,0.38855782,0.22777899,0.38629195,0.22830126,0.38533187,0.22826087,0.38238597,0.22670326,0.37895867,0.2243747,0.37176472,0.22227842,0.3687841,0.21974026,0.361669,0.2147651,0.35492817,0.2131193,0.3479683,0.20611455,0.34031644,0.20023838,0.33215228,0.19425571,0.3210015,0.1870063,0.3089839,0.18384966,0.2961627,0.17488869,0.27997503,0.15987934,0.26259345,0.14455885,0.2368631,0.119344264,0.19349356,0.070961244,0.10749186,0.00074646,0.0008795254,0.010913209,0.007274807,0.01483097,0.009881746,0.017609762,0.011949144,0.019663926,0.013500654,0.021773051,0.015701313,0.023930447,0.017575447,0.026356358,0.019007077,0.02771855,0.019313425,0.028929485,0.019711152,0.029579693,0.01941084,0.029740337,0.0200719,0.0301781,0.02123836,0.029794825,0.021531945,0.029649595,0.022059523,0.029384568,0.023298217,0.0298573,0.024635332,0.030553935,0.024320293,0.031145718,0.024535406,0.030558482,0.025064599,0.031027254,0.025465498,0.03164744,0.02632721,0.031109037,0.024631292,0.030506806,0.024647888,0.029614326,0.02581294,0.02928946,0.026699455,0.029233105,0.02615583,0.02877123,0.02669762,0.029405586,0.026807474,0.02805787,0.027484143,0.0281106,0.026631158,0.029133284,0.026616856,0.028361611,0.02673147,0.02852615,0.025822785,0.026864035,0.024134312,0.023924807,0.02498642,0.024325127,0.022618039,0.024547407,0.021618463,0.0242579,0.02003035,0.023848956,0.020113137,0.024733769,0.018886356,0.02347084,0.018829858,0.024354244,0.018808777,0.02441816,0.018691588,0.024505928,0.01710673,0.023721881,0.017651573,0.024586689,0.018253969,0.024647888,0.017269736,0.025466122,0.015280136,0.026515152,0.01586602,0.026614096,0.015553523,0.026694044,0.0152019,0.026723677,0.015771316,0.025527192,0.014285714,0.024137931,0.010548524,0.021505376,0.009825327,0.021000618,0.009003939,0.020447284,0.009280742,0.01861702,0.00960961,0.017894013,0.009907121,0.017094018,0.008939974,0.016236162,0.009222661,0.016781082,0.006793478,0.01576044,0.0069881203,0.014802632,0.005805515,0.015397776,0.001506024,0.012411348,0.0,0.0129629625,0.0,0.005830904,0.0,0.0,0.0,0.29306352138519287,0.4464205503463745,0.46566396951675415,0.43858373165130615,0.06392942368984222,0.04445230960845947,1.0,1.0,0.81092435,0.8735299,0.7605042,0.8509045,0.72689074,0.8336583,0.70168066,0.81406623,0.6764706,0.7892047,0.6554622,0.77545315,0.64705884,0.7665095,0.64285713,0.7565552,0.6302521,0.74763006,0.57983196,0.71707696,0.5588235,0.69569415,0.53361344,0.6816568,0.5042017,0.6555934,0.48739496,0.6414475,0.4579832,0.6127193,0.44537815,0.59983903,0.4327731,0.5850652,0.42016807,0.5723882,0.39915967,0.55789286,0.38655463,0.54334694,0.38655463,0.5401744,0.37815127,0.52677953,0.36554623,0.51666063,0.36134455,0.5079989,0.34033614,0.4945501,0.3277311,0.48253578,0.31092438,0.4657984,0.30252102,0.44727498,0.29831934,0.434454,0.28991598,0.42475003,0.2857143,0.4222911,0.27731094,0.415926,0.27731094,0.4148137,0.26890758,0.4066888,0.26050422,0.39839318,0.26050422,0.39715263,0.24369748,0.38382304,0.2184874,0.36725178,0.21428572,0.36060968,0.20588236,0.34899902,0.20168068,0.3438092,0.19327731,0.3345324,0.18487395,0.3265486,0.17226891,0.31131846,0.15966387,0.304152,0.14705883,0.28945002,0.14285715,0.28077,0.13025211,0.26881152,0.13025211,0.26157117,0.12605043,0.25805098,0.12184874,0.2514905,0.11344538,0.24296592,0.1092437,0.23675327,0.1092437,0.23290458,0.10504202,0.22047168,0.10504202,0.2153921,0.10504202,0.21294829,0.084033616,0.19460085,0.079831935,0.18677665,0.075630255,0.17646895,0.075630255,0.17014207,0.067226894,0.15568028,0.05042017,0.1347076,0.042016808,0.12030972,0.033613447,0.10424644,0.021008404,0.08679591,0.021008404,0.07654509,0.012605042,0.055018283,0.004201681,0.028225442,0.30366147,-33.82862,-52.992416,-45.032955,-5.1067514,-32.588646,-21.174356,14.440276,-18.702602,-4.937088,24.653778,-11.447018,3.547034,33.309288,-5.298217,10.736968,42.989033,1.5781922,18.777712,52.394688,8.25989,26.590773,65.95499,17.893011,37.855003,78.88055,27.075218,48.591972,114.06521,52.07009,77.81905,0.044879420949812586,0.657025214864148,0.5519023537635803,0.5766676664352417
1,0.62638944,0.2379645,0.6366623,0.20068231,0.54865533,0.0028883256,0.004528409,0.07867556,0.126824,0.10244759,0.16704579,0.120806225,0.19884068,0.13419603,0.22304435,0.14300896,0.23994355,0.15081172,0.25470242,0.15759802,0.2681924,0.16242562,0.2788031,0.16715719,0.28903928,0.17133921,0.2976875,0.17491762,0.30540863,0.17838863,0.3126239,0.18120329,0.31876606,0.18358988,0.32435954,0.18647832,0.32896447,0.18893225,0.33463153,0.19096382,0.33949092,0.1924261,0.34424517,0.19459133,0.34961864,0.19568151,0.35423887,0.19655155,0.35753223,0.19972475,0.3623285,0.20197211,0.36759558,0.20391698,0.37241188,0.20423892,0.37751693,0.20471656,0.38252863,0.2065776,0.38693467,0.20705603,0.39048207,0.20825362,0.39531323,0.2077281,0.39768296,0.2087968,0.40113184,0.21043935,0.4041935,0.21064045,0.40712202,0.21097852,0.41015857,0.21150856,0.41241765,0.21169356,0.4138017,0.21296057,0.41555795,0.2138187,0.41594702,0.21476996,0.41659498,0.21327409,0.41669476,0.21349274,0.41706225,0.21370341,0.41823658,0.2144985,0.4169167,0.21309972,0.41826257,0.21209593,0.41689554,0.21045905,0.4156158,0.20918311,0.4145309,0.207182,0.41384724,0.20413761,0.4124501,0.20117097,0.40798372,0.19858834,0.40388286,0.19723818,0.39912057,0.19307923,0.39724138,0.18959537,0.39137325,0.19003569,0.38620564,0.18480326,0.38175115,0.17851655,0.37593135,0.17584625,0.37284544,0.17209716,0.36464417,0.16636086,0.35683805,0.16155548,0.34934226,0.15535247,0.33898306,0.15210792,0.32710797,0.14683722,0.31321445,0.13482733,0.29519504,0.12565042,0.27383316,0.10912052,0.24498306,0.08576404,0.19955592,0.049268294,0.12241752,0.00078729447,0.00047794872,0.021288034,0.011822303,0.025483908,0.01288179,0.028936984,0.013305579,0.031329468,0.014135386,0.032318134,0.014281279,0.03250677,0.01455751,0.033877037,0.014870496,0.033347882,0.014785069,0.03312151,0.014949495,0.03395192,0.015106075,0.034557234,0.015382767,0.03522936,0.015320696,0.034293193,0.01588186,0.032708973,0.015520072,0.03249151,0.015815277,0.033526555,0.014834794,0.032846715,0.014334349,0.031601124,0.0129474485,0.031539887,0.012931906,0.029757243,0.013686912,0.030284429,0.013913824,0.030309591,0.013842482,0.029057888,0.014565545,0.029137807,0.014869888,0.026946107,0.014476615,0.026687598,0.01525374,0.025718194,0.014796548,0.025714286,0.014244092,0.023937762,0.014310051,0.022570534,0.015069968,0.021618081,0.015082956,0.021298522,0.015133413,0.022222223,0.014237856,0.021569356,0.013986014,0.019402405,0.0137677835,0.018585859,0.014430014,0.018417748,0.015045135,0.018205462,0.015682174,0.01792918,0.01632209,0.017608898,0.016987542,0.017366135,0.016656753,0.017883755,0.016049383,0.01853759,0.016785022,0.016994158,0.016096579,0.017495899,0.013937282,0.01674107,0.014295925,0.014985591,0.014880952,0.014201184,0.015384615,0.012091898,0.015797788,0.012437811,0.016393442,0.01142132,0.016820857,0.011635424,0.01553063,0.007936508,0.015971607,0.005387205,0.014532244,0.0055594165,0.011396011,0.0056858566,0.009803922,0.0058139535,0.010111224,0.0059925094,0.010548524,0.0046439627,0.011037528,0.004769475,0.009184845,0.0049342103,0.009650181,0.00505476,0.01,0.003439381,0.0077319588,0.003508772,0.005319149,0.0017873101,0.0054644807,0.0018248175,0.0028248588,0.0018691589,0.0,0.0,0.0,0.0,0.0,0.28354814648628235,0.46563446521759033,0.45498552918434143,0.4618399441242218,0.06425841152667999,0.04119079187512398,1.0,1.0,0.6717949,0.7737544,0.5897436,0.7085459,0.54615384,0.6655154,0.5153846,0.6397792,0.4846154,0.60803264,0.46410257,0.589231,0.45128205,0.5751784,0.43846154,0.5623845,0.41794872,0.5440317,0.4025641,0.52688915,0.4,0.5223675,0.3871795,0.5127559,0.3794872,0.5032272,0.37435898,0.49587864,0.37179488,0.49169132,0.35641026,0.47946456,0.34102565,0.4638603,0.33333334,0.4574347,0.31025642,0.43518004,0.3,0.42671856,0.2974359,0.41992,0.2871795,0.41175354,0.2871795,0.40776095,0.2846154,0.40310627,0.2717949,0.3881573,0.26153848,0.37587112,0.25384617,0.36762953,0.24358974,0.35628477,0.23846154,0.34601754,0.22820513,0.33469355,0.22307692,0.32892597,0.21025641,0.31254607,0.20769231,0.3071876,0.20512821,0.3032207,0.1923077,0.29086012,0.18461539,0.28356352,0.18205129,0.28114802,0.17692308,0.27453983,0.16410257,0.26317564,0.15384616,0.25499332,0.14615385,0.24865067,0.14102565,0.24317539,0.13589744,0.23649609,0.12820514,0.22506656,0.12307692,0.21726276,0.11794872,0.20966232,0.11025641,0.20052023,0.102564104,0.19073494,0.1,0.18660182,0.0974359,0.18141194,0.0948718,0.1733431,0.0948718,0.1712207,0.0948718,0.16571802,0.08974359,0.16044618,0.08974359,0.15830329,0.082051285,0.14956757,0.06923077,0.13771302,0.06666667,0.1309948,0.06410257,0.12579626,0.053846154,0.11276344,0.053846154,0.11017362,0.04871795,0.10562578,0.04871795,0.10285921,0.041025642,0.09209077,0.03076923,0.07778637,0.025641026,0.06627746,0.017948719,0.051937856,0.012820513,0.040033463,0.010256411,0.021706168,0.23402931,-57.450115,-53.351395,-55.494926,-36.069923,-29.9117,-33.1323,-23.366282,-15.984347,-19.844917,-15.7148075,-7.595826,-11.841853,-8.969431,-0.20068231,-4.786521,-5.2718287,3.8531005,-0.91901207,0.2379645,9.893639,4.8439593,6.3243637,16.566326,11.210032,13.884312,24.854506,19.117365,28.024895,40.357216,33.907715,-0.42567876521713605,0.5465060757266151,0.6391169428825378,0.6538286805152893
