,rmses,IR_rmses,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss3,rater1_best_dice_dsorted_ss3
0,0.33973634243011475,0.39853352308273315,0.71539754,23.70191,0.4789916,7.505686,0.27129993,0.27021697163581854,0.725332498550415,0.49621137976646423
1,0.31875336170196533,0.3794802129268646,0.76290554,22.684515,0.691355,0.87325937,0.22523715,0.22463107109069824,0.7741196155548096,0.710825502872467
2,0.32790228724479675,0.35581833124160767,0.5920139,4.6181173,0.30364963,90.254234,0.16459672,0.15918460488319397,0.6487455368041992,0.3826998770236969
3,0.35579702258110046,0.40330156683921814,0.5910246,12.331679,0.46644455,7.5652175,0.3046358,0.29374881088733673,0.6477320790290833,0.532555878162384
4,0.3379524052143097,0.4064265489578247,0.6599802,45.168713,0.702339,15.434654,0.2967284,0.29644416769345594,0.6632627844810486,0.7199867963790894
5,0.3604698181152344,0.4307664632797241,0.6529498,33.40329,0.5467939,53.207176,0.36956412,0.3685099283854166,0.6743589639663696,0.5558379888534546
6,0.3178628981113434,0.3999038636684418,0.5873837,6.6189623,0.42480883,2.5817556,0.19970156,0.19232069452603662,0.65234375,0.4955577552318573
7,0.36782586574554443,0.375000923871994,0.6587384,28.95047,0.69854313,18.138588,0.37813464,0.3714431822299958,0.682559609413147,0.723727822303772
8,0.35080334544181824,0.4141826629638672,0.666851,11.810615,0.5544474,47.327534,0.22603004,0.22416622440020245,0.7112171649932861,0.567963182926178
9,0.34147295355796814,0.4070609211921692,0.68208617,26.650944,0.56345695,53.48953,0.26990038,0.26807068785031646,0.7028279900550842,0.5679096579551697
