,rmses,IR_rmses,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss5,rater1_best_dice_dsorted_ss5,mean_gt_vols
0,0.5191863179206848,0.4183937907218933,0.5197662,16.503174,0.552501,6.179545,0.720312,0.7181535184383392,0.5332761406898499,0.5650277137756348,8345.0
1,0.46178460121154785,0.4326345920562744,0.621238,3.752517,0.62278104,3.4918725,0.5788786,0.5716302514076234,0.633519172668457,0.6402221918106079,10446.0
2,0.46087563037872314,0.4104663133621216,0.64026403,4.3974776,0.66589314,4.120879,0.50030637,0.4976122140884399,0.6580520868301392,0.6840472221374512,11145.0
3,0.4314456880092621,0.46847835183143616,0.11670314,3.6275697,0.13483146,35.019455,0.61647403,0.5953868083655833,0.1424657553434372,0.14864864945411682,542.0
4,0.4360159635543823,0.45220160484313965,0.20977597,10.472973,0.2785146,7.1428576,0.6799947,0.6729624658823014,0.27139154076576233,0.3037666976451874,478.0
5,0.45093390345573425,0.4645285904407501,0.12877116,14.344261,0.138479,9.719223,1.0148231,0.9963162533938885,0.14689265191555023,0.1552981585264206,1426.5
6,0.48229169845581055,0.43848010897636414,0.28496656,4.3729906,0.27373612,1.1627907,0.72251165,0.7128207668662072,0.33488643169403076,0.31187525391578674,1250.5
7,0.502202570438385,0.45263200998306274,0.43545943,34.307236,0.4457047,32.496773,0.97584575,0.9699208885431289,0.44135889410972595,0.45784011483192444,8644.5
8,0.4997918903827667,0.43072518706321716,0.56889427,6.8836665,0.56358355,1.8867924,0.6579652,0.653460305929184,0.5807726383209229,0.582992434501648,10818.0
9,0.4832708537578583,0.42109134793281555,0.22629969,84.347824,0.17035398,50.088493,0.6086634,0.6097535058856011,0.26229506731033325,0.17882561683654785,512.5
10,0.4769930839538574,0.41060754656791687,0.6513073,4.2962356,0.64905536,4.3809285,0.5727622,0.5705456793308259,0.6690831780433655,0.662189245223999,8894.0
11,0.4905931055545807,0.4230070412158966,0.30156472,33.943428,0.28885832,24.03698,0.6414365,0.630407454073429,0.31635069847106934,0.3078545033931732,625.0
12,0.4636648893356323,0.4264393746852875,0.6964286,0.83671397,0.6927522,3.0969234,0.56833875,0.5639865458011627,0.7114810347557068,0.7077431082725525,15234.0
13,0.4334271550178528,0.43515801429748535,0.69157207,17.04789,0.69093835,4.07354,0.61951786,0.6189097523689269,0.6939859986305237,0.6948831677436829,23927.5
14,0.4857766926288605,0.44846442341804504,0.3291568,2.7388108,0.33267483,8.930232,0.7785917,0.745500972867012,0.3639896512031555,0.3662974536418915,1286.0
15,0.49150440096855164,0.43037542700767517,0.3378076,6.283857,0.3303411,7.3200994,0.8264166,0.8162930160760881,0.3779599368572235,0.3579545319080353,864.5
16,0.4479561448097229,0.44359561800956726,0.6512531,17.258883,0.64692837,10.87037,0.71688014,0.7152815222740173,0.6526662707328796,0.651768684387207,25262.0
17,0.4263102114200592,0.43061280250549316,0.7230798,1.4097804,0.72747767,1.5735904,0.56049335,0.559316998720169,0.7324618697166443,0.7384401559829712,15411.5
18,0.44998177886009216,0.42284491658210754,0.6574135,7.8055463,0.6467217,0.9253671,0.6172498,0.61155543923378,0.6659098863601685,0.6581770181655884,10813.0
19,0.4605056047439575,0.4391069710254669,0.62413555,1.3588635,0.61874396,4.813902,0.6687242,0.6666956067085266,0.6399743556976318,0.6342201828956604,9115.5
20,0.3752210736274719,0.3821071684360504,0.7341059,3.2946396,0.7682683,1.0503112,0.35910898,0.3510638236999512,0.7603332996368408,0.7843269109725952,6785.0
21,0.39761021733283997,0.4093543589115143,0.6757613,7.4800415,0.6888078,4.697499,0.50073886,0.490952342748642,0.7024176120758057,0.7038906812667847,6319.0
22,0.43017998337745667,0.4428148567676544,0.5345133,15.359478,0.5183223,15.703824,0.6160636,0.6067612290382386,0.5703312754631042,0.5588803291320801,1226.5
23,0.42170947790145874,0.45739132165908813,0.25448614,9.215017,0.28645834,2.6785715,0.73321974,0.7187715411186217,0.3639705777168274,0.3604806363582611,370.5
24,0.41680222749710083,0.46474388241767883,0.3561644,3.0075188,0.38797814,11.340206,0.6375144,0.6272816151380538,0.4065040647983551,0.34355828166007996,230.0
25,0.4492935836315155,0.3938756585121155,0.4421931,12.944162,0.45585874,12.055336,0.6884708,0.6842630565166474,0.4992974102497101,0.5432630181312561,900.0
26,0.41859281063079834,0.3786846101284027,0.7012534,1.4179283,0.7341614,1.0072258,0.43145406,0.4259573042392731,0.7268303632736206,0.7674914598464966,4364.0
27,0.37380990386009216,0.3810391426086426,0.7111312,1.8177738,0.7194776,5.950413,0.39248377,0.38664522171020504,0.7418363690376282,0.7349048256874084,4043.0
28,0.39907532930374146,0.43297237157821655,0.39379084,8.454811,0.35892323,15.698925,0.6430131,0.6265564277768135,0.47209516167640686,0.44418051838874817,575.5
29,0.38832011818885803,0.39949172735214233,0.71731716,14.154929,0.69609046,3.0508475,0.363411,0.3604379117488862,0.7307208776473999,0.7087932229042053,4905.0
30,0.36346226930618286,0.4042026102542877,0.73912746,1.6659783,0.76739246,5.343511,0.3365947,0.3355982899665832,0.7680652141571045,0.7927864789962769,6382.5
31,0.40716829895973206,0.4070930778980255,0.69199514,5.622037,0.67307967,4.4281616,0.38553122,0.38094178140163426,0.7021010518074036,0.6978302001953125,3784.0
32,0.34814560413360596,0.4107414484024048,0.81581247,3.7746627,0.80622333,2.4254642,0.3223225,0.31862657070159917,0.8276720643043518,0.8282068371772766,17814.0
33,0.38608652353286743,0.4089704751968384,0.76636285,3.090711,0.78342366,0.93954253,0.33465797,0.33196292519569404,0.7801545858383179,0.7974382638931274,10865.5
