,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss20,rater1_best_dice_dsorted_ss20
0,0.5212288,12.218696,0.5581416,0.09223201,0.7672385,0.7648699681225575,0.5403580665588379,0.5788415670394897
1,0.6293552,1.14406,0.629075,0.21071644,0.62820405,0.6256071871048526,0.6463233232498169,0.642611026763916
2,0.6654358,0.7499574,0.67681986,1.8472906,0.51104444,0.5086681049121053,0.6840789914131165,0.6984556317329407
3,0.1282353,5.5622735,0.116564415,180.54474,0.79035497,0.7816734508856346,0.1371784806251526,0.10433689504861832
4,0.12048193,24.324326,0.15636364,102.1978,0.8687219,0.8609222300350666,0.17132441699504852,0.2106049358844757
5,0.13431543,1.8442624,0.1265612,0.7199424,1.1139818,1.104264074838475,0.1605723351240158,0.15738803148269653
6,0.29389408,0.06430868,0.28,40.803383,0.85519695,0.8488371763966586,0.34134986996650696,0.32300275564193726
7,0.6070383,1.1983565,0.6322929,1.524569,0.7339461,0.7281859499059226,0.619771420955658,0.6514051556587219
8,0.5499024,0.074732214,0.54579926,0.896487,0.73908186,0.7329428232029864,0.5719389915466309,0.5682877898216248
9,0.19410495,102.391304,0.19726679,64.77876,0.75807714,0.748839430442374,0.2636965811252594,0.23135033249855042
10,0.6718874,1.3809329,0.6720617,1.5227159,0.5635501,0.5607752683131318,0.6941800117492676,0.6861897706985474
11,0.3008,59.068222,0.2990654,47.303543,0.76481104,0.7617435235922274,0.32061856985092163,0.3255814015865326
12,0.6896328,0.30425963,0.6851141,0.33351484,0.6429593,0.6403185183280392,0.7064394354820251,0.7073603868484497
13,0.725859,5.053969,0.7274893,0.8561644,0.5868689,0.5854769493404187,0.7374297380447388,0.7421316504478455
14,0.41520056,1.2024047,0.41322315,25.11628,0.82082725,0.8169506764725636,0.44851547479629517,0.4424033761024475
15,0.32534382,43.336945,0.3088962,64.14392,0.9549552,0.9530952768890482,0.3564213514328003,0.3459196090698242
16,0.70130485,6.072287,0.7024707,1.1799531,0.6415486,0.6402862792736606,0.7073312401771545,0.7103443741798401
17,0.74217093,0.7048902,0.74328625,0.006696129,0.5385143,0.5363719733137833,0.7614079117774963,0.767281174659729
18,0.70801413,0.47072923,0.70557696,0.0,0.53771615,0.5359021739740121,0.7217440605163574,0.7172552347183228
19,0.63617086,0.113238625,0.62389165,0.9627803,0.64030874,0.6374820365717537,0.6589640974998474,0.6421988010406494
20,0.7587881,0.52919084,0.7624953,2.671162,0.3869603,0.3811194148502851,0.7847456336021423,0.7858280539512634
21,0.73887366,1.1454356,0.72738206,0.39267012,0.41515425,0.4095655685976931,0.767591655254364,0.758696436882019
22,0.44603744,0.1633987,0.42139673,0.56956875,0.77883494,0.7665376844766892,0.5778816342353821,0.5601532459259033
23,0.23701298,10.238908,0.2681081,6.473214,0.86930996,0.852495146307506,0.40787622332572937,0.3851699233055115
24,0.26362038,0.0,0.28647214,5.670103,0.7106781,0.7045689242646882,0.3437967002391815,0.2830769121646881
