,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss15,rater1_best_dice_dsorted_ss15
0,0.5501315,24.884594,0.56678665,0.020496003,0.8365401,0.8363521820022947,0.5549030900001526,0.5732312798500061
1,0.6323103,6.525718,0.63674897,0.6823199,0.71957225,0.719413505849384,0.6371819376945496,0.6395866274833679
2,0.6732607,0.13635589,0.69469786,0.795756,0.58813107,0.588143512464705,0.6788318157196045,0.7026661038398743
3,0.16,33.736397,0.15483871,13.618676,0.93432915,0.9355900763400963,0.17932148277759552,0.1675041913986206
4,0.12630118,4.8986487,0.16938111,53.02198,1.0943085,1.0937365025281907,0.14920635521411896,0.20533880591392517
5,0.051829267,65.57377,0.059165347,63.714905,1.3503537,1.3492684956728702,0.05513513460755348,0.0626748725771904
6,0.28700173,14.469454,0.28476822,1.268499,1.0100627,1.0087602122908546,0.3008781969547272,0.30371901392936707
7,0.49480462,44.03104,0.5162683,42.488567,1.0329554,1.032673742657616,0.4964885115623474,0.5182574987411499
8,0.5422123,21.190733,0.5644519,1.0632753,0.81871194,0.8184216581639788,0.5458056330680847,0.569000780582428
9,0.20168068,1.7391304,0.2,0.17699115,0.9017237,0.9000579889331544,0.23922602832317352,0.2181818187236786
10,0.695799,0.62397707,0.69393975,14.74039,0.624389,0.6243872125943501,0.7007850408554077,0.6993581652641296
11,0.31851852,5.4908485,0.3018598,2.311248,0.8971653,0.8966468381030218,0.33773455023765564,0.32421875
12,0.7139281,0.24721096,0.7113669,0.11570923,0.67369896,0.6735966347512745,0.717666745185852,0.7180993556976318
13,0.72088593,21.957682,0.73576504,9.751262,0.6339502,0.6338831146558126,0.7220224738121033,0.7384019494056702
14,0.40286055,1.6700066,0.43054894,2.4186046,0.9444296,0.9442192513318288,0.4247853755950928,0.44695258140563965
15,0.3678392,0.32502708,0.3384944,1.6129031,1.0378587,1.0370655704112282,0.38736841082572937,0.35774174332618713
16,0.6780267,24.84638,0.6831917,19.043703,0.7445178,0.7444498802934374,0.6787518262863159,0.6844645738601685
17,0.760099,4.1601105,0.7642066,0.26114908,0.56037366,0.5602719817842756,0.7625280618667603,0.7682619094848633
18,0.711044,1.609038,0.71092856,1.7602092,0.61494523,0.6148867993127732,0.7157959938049316,0.7179809212684631
19,0.6428768,11.7562275,0.6381323,0.6457673,0.72655696,0.7264222763833547,0.6455605030059814,0.6413244605064392
20,0.756901,0.59747356,0.7429397,20.474585,0.48153913,0.4811284263928732,0.7692703604698181,0.7464624643325806
21,0.75249463,0.3297466,0.75095785,14.005237,0.4677269,0.4674344715617952,0.761853814125061,0.7536370158195496
22,0.59921026,34.477123,0.5898572,34.743694,0.7082713,0.7072433102698554,0.6063348650932312,0.5978862643241882
23,0.23091976,25.59727,0.24024025,51.339287,1.0686136,1.0691129736247516,0.26757368445396423,0.2591361999511719
24,0.38423645,47.368423,0.4491018,27.83505,0.75423187,0.7546394011804036,0.4117647111415863,0.4823151230812073
25,0.59336823,18.147207,0.59551567,4.347826,0.67240506,0.6721444964408876,0.6121570467948914,0.6127698421478271
26,0.71005774,1.5140591,0.74385595,0.13137728,0.5461572,0.5459098583176022,0.723670482635498,0.7574290037155151
27,0.69270563,26.481148,0.7127136,9.752067,0.6122449,0.6114931339309329,0.6964168548583984,0.7189117074012756
28,0.37865055,55.247814,0.38297874,33.978497,0.9275288,0.9256873762323744,0.39660656452178955,0.41126760840415955
29,0.7163442,28.94366,0.72642666,2.276029,0.4704408,0.4702625734465463,0.7176737189292908,0.7331563830375671
30,0.7821518,12.474184,0.8067001,0.6906579,0.3766421,0.37657660245895386,0.7876390218734741,0.8183034658432007
31,0.7115079,13.750282,0.6943547,3.536158,0.49194872,0.49170701674052647,0.7169439196586609,0.7086856365203857
32,0.8215685,17.14434,0.82305264,2.5048876,0.36469448,0.3646427392959594,0.8222569823265076,0.8268610835075378
33,0.7667746,11.131585,0.79226434,0.051062096,0.43939477,0.4392249850999741,0.7689551711082458,0.800262987613678
34,0.7027027,16.642012,0.7338097,0.04496403,0.51290476,0.5127636540503728,0.7081544995307922,0.7448244094848633
35,0.6128827,42.417828,0.67678815,22.727274,0.69319516,0.6930113324097223,0.6141944527626038,0.6797497868537903
36,0.616771,41.813503,0.6917765,14.389746,0.5719465,0.5716828672658829,0.616296648979187,0.6974790096282959
37,0.6955847,20.306637,0.7109875,7.43462,0.5528786,0.5522319805054436,0.7001644372940063,0.7168554067611694
38,0.46512926,63.581657,0.5066593,50.7621,0.98502666,0.9849190044970739,0.4656936824321747,0.5081013441085815
39,0.7292272,9.131239,0.72787803,0.085178874,0.51249343,0.5121586952890669,0.7342047691345215,0.7379563450813293
40,0.38813058,7.6289787,0.4014656,23.534758,1.0247307,1.0243213664917719,0.40303951501846313,0.41344359517097473
41,0.33333334,98.56,0.36338705,0.2228826,0.85861623,0.8582692286797932,0.35117557644844055,0.3886355757713318
42,0.33567187,17.797443,0.28885135,45.43081,1.087006,1.0866200143382663,0.35434412956237793,0.30074527859687805
43,0.40777537,95.47244,0.68774223,0.17209011,0.5872797,0.5870870944999514,0.4193074405193329,0.6967105865478516
44,0.6707597,4.383358,0.7254109,0.050387986,0.5934705,0.5932708286103748,0.6807348132133484,0.7307888269424438
45,0.5921115,8.349835,0.61710125,0.25425884,0.6705264,0.670170716728483,0.6044337153434753,0.6364102363586426
46,0.544322,12.61731,0.56,0.07886436,0.77291375,0.7720387734117963,0.572887659072876,0.5848521590232849
47,0.6136364,12.767122,0.6222755,10.407725,0.68600845,0.6857933535462333,0.6311239004135132,0.6425837278366089
48,0.4289941,11.058824,0.4282353,19.915255,0.8360032,0.8338366314059212,0.4659913182258606,0.4779706299304962
