,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss15,rater1_best_dice_dsorted_ss15
0,0.7591286,24.64353,0.5217871,0.34116757,0.2908538,0.29002487744603833,0.7681410312652588,0.5432977676391602
1,0.7894684,16.895803,0.71595794,0.9440642,0.1978735,0.19720763904707775,0.8123095631599426,0.7514662742614746
2,0.6436782,0.3552398,0.41091493,9.322034,0.12206714,0.12151619252704449,0.7304832935333252,0.48355263471603394
3,0.66080976,14.45783,0.53950953,4.956522,0.38435152,0.3774961423306238,0.7058340311050415,0.6089494228363037
4,0.6325037,42.8681,0.6504244,11.886457,0.4206044,0.417241568792434,0.6542291641235352,0.6970317363739014
5,0.6877339,31.759357,0.5561462,52.052097,0.43943486,0.4381683053005309,0.6999786496162415,0.5713804364204407
6,0.60402685,13.416817,0.4169014,16.695353,0.38349319,0.3703239879437856,0.6837607026100159,0.48222222924232483
7,0.69496304,32.606133,0.7208413,22.350544,0.43592387,0.4333760917186737,0.7120855450630188,0.738845944404602
8,0.7114327,20.239334,0.55525154,52.361713,0.3743235,0.37089301092284077,0.7461866736412048,0.5676667094230652
9,0.69328326,26.33648,0.53859586,53.29013,0.41107044,0.40741444173313324,0.7263107299804688,0.5573192238807678
