,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss7,rater1_best_dice_dsorted_ss7
0,0.7652589,19.720203,0.52097774,7.808946,0.39439592,0.394379559017363,0.7674105167388916,0.5253688097000122
1,0.7916412,22.539797,0.70475286,0.14160964,0.34662652,0.3466211188407171,0.7931704521179199,0.7090197801589966
2,0.6322034,1.4209592,0.3023544,141.94916,0.5459721,0.5459060477358955,0.6442722082138062,0.3054187297821045
3,0.6736227,30.191353,0.5302108,14.347826,0.5944457,0.594388314655849,0.677880585193634,0.5384248495101929
4,0.675582,45.168713,0.70970845,15.434654,0.45499364,0.45498502964065185,0.6760004758834839,0.7129256129264832
5,0.676514,34.242744,0.535216,53.797,0.5944352,0.5943752967175983,0.6789417862892151,0.5362733602523804
6,0.57592803,37.74597,0.38320774,40.10327,0.65945196,0.6595240944907779,0.5839909911155701,0.39120879769325256
7,0.7201383,29.45165,0.7284992,18.716032,0.5017038,0.5016845379556928,0.7208174467086792,0.7312193512916565
8,0.67968506,34.80749,0.511295,61.06277,0.57206416,0.5720239707401821,0.6835764050483704,0.5120967626571655
9,0.6987061,29.874214,0.5514148,55.533398,0.52033085,0.5202463013785226,0.7018691301345825,0.5517956018447876
