,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss25,rater1_best_dice_dsorted_ss25
0,0.5881875,20.84267,0.5990317,45.887447,0.6356292,0.6358126425743102,0.5957362651824951,0.6072804927825928
1,0.6381641,6.508516,0.5722688,17.520794,0.7863681,0.7862280972798665,0.6612297892570496,0.5967122316360474
2,0.584118,0.5176877,0.5377753,6.8909826,0.87265164,0.8725142945845923,0.6048809885978699,0.5603611469268799
3,0.587314,10.107284,0.5312223,18.212175,0.82254183,0.8225456126530964,0.6188904643058777,0.5600477457046509
4,0.8560781,17.065252,0.85708356,16.623152,0.42832708,0.42828977664311724,0.8570497632026672,0.8581107258796692
5,0.6738608,36.20106,0.6724065,36.07306,0.84153295,0.841460502942403,0.6773468852043152,0.6750020980834961
6,0.6874542,31.219513,0.6647082,34.04704,0.8316978,0.8315453769763311,0.6924566626548767,0.6690468788146973
7,0.69899595,29.349333,0.65439504,36.985706,0.7887947,0.7886788455645244,0.70517897605896,0.658606767654419
8,0.7298677,27.317661,0.6982341,32.531464,0.7390087,0.7389065929253896,0.7368338704109192,0.7040461301803589
9,0.7055334,27.672598,0.6653541,34.467377,0.7762881,0.7761406954129537,0.7116755843162537,0.6702468991279602
10,0.69300765,20.056738,0.66995,25.023281,0.66467565,0.6645689525206884,0.7053077220916748,0.6774243712425232
11,0.6973409,29.03116,0.6013514,52.935863,0.66436833,0.6642976089318593,0.6997478604316711,0.6020148992538452
12,0.40141466,53.85499,0.37055972,60.472267,0.97001237,0.9700918143987656,0.40625,0.37267962098121643
13,0.76641566,20.972963,0.7679322,26.440489,0.6441174,0.6439868142207463,0.7742156386375427,0.773368239402771
14,0.27779508,27.896341,0.30494505,14.6172495,0.9668216,0.9664239160219827,0.3103448152542114,0.31751033663749695
15,0.8233186,22.601885,0.8104351,26.084127,0.5260821,0.5260359142223995,0.8243672251701355,0.8114356994628906
16,0.05727554,425.25253,0.19672877,44.28413,0.96416116,0.963927395666639,0.0680147036910057,0.20682163536548615
17,0.6771988,30.787376,0.6012558,26.035292,0.7106422,0.7105478024482726,0.6830542683601379,0.6052777767181396
18,0.72448534,30.888887,0.62705886,47.634705,0.6864795,0.6864423036575318,0.7251535058021545,0.6272837519645691
19,0.3407276,0.28216705,0.3258021,31.210428,1.0632781,1.0632472358147302,0.35394978523254395,0.3342541456222534
20,0.7665606,18.291721,0.7613042,28.430017,0.54684055,0.5467851521571477,0.7686936259269714,0.7624722123146057
21,0.29717225,18.539326,0.25951904,12.114772,1.0538497,1.0535599420468014,0.3234042525291443,0.28423529863357544
22,0.55755794,3.7088876,0.5011442,35.094337,0.8095095,0.8092022174596787,0.5906499624252319,0.5099067687988281
23,0.089383036,3.5695539,0.22212705,36.06292,1.043112,1.043116519699494,0.09625668078660965,0.22735294699668884
24,0.3598099,17.61468,0.27262112,35.209236,1.0336827,1.0334550106525422,0.37021276354789734,0.2808074653148651
25,0.37874892,37.011173,0.3658903,48.75,1.0049129,1.0043790187438328,0.4010889232158661,0.3797963857650757
26,0.31121644,18.88412,0.265787,63.53698,0.89361185,0.8931980760892232,0.32797971367836,0.26939553022384644
27,0.56235594,22.176685,0.4295788,51.69587,0.86792016,0.8677857563893001,0.575046181678772,0.43515127897262573
28,0.68254274,27.962557,0.5639604,24.021374,0.7184214,0.7182433180014294,0.6911706924438477,0.5691989660263062
29,0.4808122,5.297505,0.41900438,33.324326,0.92614686,0.9259234740336736,0.5099449753761292,0.42964696884155273
30,0.7147066,31.226295,0.6967158,35.26892,0.69904536,0.698946905930837,0.71962571144104,0.7010998725891113
31,0.34418884,19.348164,0.3744951,18.248558,0.84041005,0.8401787688334783,0.35458409786224365,0.3806682527065277
32,0.64205855,18.401546,0.24155578,0.08499788,0.6107854,0.6106604439020156,0.6621273756027222,0.2477354109287262
33,0.49597904,23.23967,0.47462687,23.568136,0.78869945,0.7885451157887777,0.5095541477203369,0.4872629642486572
34,0.7943804,18.969458,0.7467746,31.309887,0.5523561,0.5522798013687134,0.7993706464767456,0.748621940612793
35,0.58189654,8.897637,0.4346004,47.023808,0.6949359,0.694662616252899,0.6141042709350586,0.44526219367980957
36,0.5598607,27.050999,0.45177826,53.74883,0.80749905,0.806995131969452,0.5764074921607971,0.45967212319374084
37,0.62807274,41.287796,0.6677727,37.697746,0.6403551,0.6402156517903009,0.6315293908119202,0.6711148023605347
38,0.44444445,50.535374,0.45277235,51.140606,1.086159,1.0860098546743393,0.4512820541858673,0.45720720291137695
39,0.51745945,13.815403,0.5169785,0.12536564,0.92739326,0.9272343885898591,0.5263428688049316,0.5406879186630249
40,0.20485651,0.754717,0.25515464,25.249168,1.1811537,1.1802663626273473,0.227589413523674,0.27257469296455383
41,0.40798044,17.465626,0.341539,38.09922,0.994463,0.9941304049889246,0.43019694089889526,0.35177865624427795
42,0.8049118,22.542776,0.78791845,21.231274,0.55026567,0.5502057365576427,0.8082608580589294,0.7905488610267639
43,0.28582287,3.791887,0.2663714,0.4478567,1.1343689,1.134180315732956,0.3028571307659149,0.28042328357696533
44,0.28513238,8.050848,0.11151515,210.9756,0.8078387,0.8072924081484477,0.31683167815208435,0.1388102024793625
45,0.67522466,22.734795,0.5995172,30.563301,0.76589054,0.7657309043407441,0.6842728853225708,0.6051930785179138
46,0.37738279,60.635437,0.46521062,47.996204,0.99540323,0.9954339484373729,0.3844829797744751,0.477631151676178
47,0.27312014,0.51993066,0.23776908,32.596233,0.9962748,0.9956140605608623,0.2979079484939575,0.25520554184913635
48,0.6208501,19.941133,0.59920204,34.811264,0.86620545,0.8658589468399682,0.6358089447021484,0.6090808510780334
49,0.5234212,43.994083,0.46239555,64.1952,0.91945046,0.9193203061819077,0.5330482125282288,0.4646153748035431
50,0.6596974,42.963604,0.6376904,48.93144,0.91806805,0.9180240219831468,0.6611034274101257,0.6384723782539368
51,0.5524164,17.038008,0.55333334,17.578125,1.1619018,1.161826969385147,0.5733736753463745,0.5742275714874268
52,0.31132075,3.8822792,0.31132075,3.8822792,1.549661,1.5491457096735637,0.33707866072654724,0.33707866072654724
53,0.8111533,26.57202,0.7914477,32.467857,0.5905979,0.5905879104137421,0.8119606971740723,0.7919827699661255
54,0.7890569,26.841196,0.77166367,31.202093,0.62797827,0.627914776802063,0.7930227518081665,0.7752887606620789
55,0.74649733,29.620028,0.7123756,37.62282,0.71817726,0.7180725147326787,0.7511360049247742,0.7148385643959045
56,0.75453836,34.238663,0.7199094,39.92123,0.7156538,0.7156078479687373,0.7561001181602478,0.7207251787185669
57,0.5736434,23.10622,0.5635723,27.028114,1.1043994,1.1042325095335643,0.5935162305831909,0.5793136358261108
58,0.28337875,30.446928,0.25216138,44.044945,1.3936422,1.3937027051051458,0.30922242999076843,0.2734375
59,0.44922793,23.410543,0.7790921,25.167784,0.36320367,0.36314000805219004,0.45375722646713257,0.7842269539833069
60,0.08735632,6.4153066,0.39406583,0.1056524,0.70853966,0.7084352054695289,0.09533732384443283,0.4330248534679413
61,0.35039818,28.608582,0.40552995,2.5933611,1.254839,1.253859274983406,0.3699231743812561,0.42673030495643616
62,0.046231154,18.859451,0.59913605,35.99008,0.53752565,0.5374640531837941,0.048881955444812775,0.6085425019264221
63,0.028665932,35.589123,0.50224525,41.716785,0.60847783,0.6084817268699407,0.03165809437632561,0.5172047019004822
64,0.51342714,7.7051,0.4801762,5.0199656,1.1597037,1.1593270981311798,0.5315917134284973,0.504824161529541
