,rmses,IR_rmses,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss7,rater1_best_dice_dsorted_ss7,mean_gt_vols
0,0.42876023054122925,0.42327743768692017,0.42044517,0.16465423,0.44101542,16.855974,1.0396336,1.0396154551278978,0.42369145154953003,0.44300323724746704,2011.5
1,0.4295755624771118,0.39389774203300476,0.26904598,263.52,0.3342451,68.79643,0.98775,0.9877423885322751,0.27257123589515686,0.3388248085975647,985.5
2,0.40430450439453125,0.44071346521377563,0.31261426,12.782695,0.27601478,22.127937,1.1506526,1.150626650168782,0.31816092133522034,0.2802973985671997,1274.5
3,0.4188685417175293,0.39402157068252563,0.43351892,147.67061,0.70726633,18.10075,0.58072895,0.5807248112701234,0.43510228395462036,0.7089477181434631,4720.0
4,0.4161469042301178,0.38717928528785706,0.6701312,35.8841,0.73675644,10.591555,0.6066305,0.6066287585667202,0.6711747050285339,0.7382498979568481,8999.5
5,0.4425792992115021,0.4027414619922638,0.5574616,55.874588,0.60743994,20.086449,0.76455367,0.7645516239461444,0.5589902400970459,0.6086655855178833,3481.5
6,0.4151979684829712,0.39265957474708557,0.4277631,76.433784,0.4225634,33.438484,1.0479681,1.0479389272985005,0.43168169260025024,0.4287634491920471,1113.5
7,0.42948755621910095,0.3764830231666565,0.5480909,26.082191,0.53814876,23.444206,0.8887472,0.8887387343815395,0.5520908832550049,0.5417563915252686,1844.5
8,0.4127764105796814,0.3873465359210968,0.37271214,82.823524,0.3795036,64.618645,1.0146775,1.0146659846816743,0.3740648329257965,0.38498401641845703,448.5
9,0.38196536898612976,0.41221189498901367,0.18090452,80.404045,0.16273393,169.78851,1.1379386,1.1379273601231121,0.18260245025157928,0.16313213109970093,413.0
10,0.44842398166656494,0.4002867639064789,0.31793478,135.46034,0.35520473,75.59483,1.1398249,1.1398160471802667,0.32013022899627686,0.3586715757846832,1284.0
11,0.43054309487342834,0.4095909893512726,0.5509911,1.7524024,0.5543759,1.9740554,0.8774895,0.8774807566688174,0.5538638234138489,0.5575653314590454,1771.0
12,0.42921823263168335,0.3927750289440155,0.6921854,17.560198,0.6957409,13.222294,0.6883993,0.6883953866504487,0.6938850283622742,0.6979366540908813,7661.0
13,0.4291597604751587,0.4086042642593384,0.5671855,7.4854403,0.5446151,8.813102,0.9195942,0.9195912721611204,0.569486677646637,0.546730637550354,5880.5
14,0.45281702280044556,0.37842345237731934,0.4787847,79.5022,0.47089264,73.531494,1.0513018,1.0512910499459223,0.48064854741096497,0.4727742075920105,1389.5
15,0.47910767793655396,0.37655314803123474,0.32291105,187.6698,0.2979089,273.03525,1.132016,1.132006401817004,0.3250940442085266,0.30017152428627014,847.5
16,0.43102601170539856,0.3822075426578522,0.6187335,77.51696,0.58547485,108.62069,0.78127074,0.7812671987783342,0.6206123232841492,0.5868079662322998,5046.5
