,rmses,IR_rmses,rater0_sample_top_dice,rater0_sample_best_avd,rater1_sample_top_dice,rater1_sample_best_avd,GED_vol_sorted,GED_dice_sorted,rater0_best_dice_dsorted_ss25,rater1_best_dice_dsorted_ss25,mean_gt_vols
0,0.33106669783592224,0.40270164608955383,0.5352261,0.34116757,0.7914076,0.3497444,0.21073884,0.20444380422433214,0.556293785572052,0.8022850751876831,3177.5
1,0.32157954573631287,0.3886125683784485,0.7117215,0.14160964,0.81191224,0.7054993,0.21009326,0.20683017849922175,0.7372409701347351,0.8314435482025146,4882.5
2,0.3609873354434967,0.3857770562171936,0.3983573,6.355932,0.6463654,0.88809943,0.2315157,0.22737723509470614,0.43761301040649414,0.6883116960525513,399.5
3,0.3679131865501404,0.39974382519721985,0.5757962,0.6956522,0.7508185,0.56697375,0.31135666,0.3028595699866612,0.6382795572280884,0.7870062589645386,1280.5
4,0.32314178347587585,0.42366811633110046,0.7051901,4.0212893,0.7250486,32.304447,0.35602522,0.3485252567132314,0.7412564754486084,0.735752522945404,4299.0
5,0.34686097502708435,0.4298383295536041,0.6425156,30.400589,0.71270424,0.9443861,0.36561322,0.3620361003279686,0.6483842134475708,0.7369831800460815,3464.0
6,0.3330109119415283,0.3992212414741516,0.47925487,3.2702236,0.65436894,2.5044723,0.3206397,0.30346075713634496,0.5479452013969421,0.7048371434211731,570.0
7,0.34667035937309265,0.38893425464630127,0.7691746,2.955163,0.7647512,5.129717,0.29707506,0.2862172214190165,0.7983480095863342,0.7882519960403442,3168.0
8,0.3390958905220032,0.43327829241752625,0.62843084,35.82971,0.75063115,1.3007284,0.2999689,0.2962290413180987,0.6395008563995361,0.7753522992134094,2570.0
9,0.3307780921459198,0.4450840651988983,0.6227129,41.974075,0.7375056,8.490566,0.38345823,0.38034593532482786,0.6316806077957153,0.7607361674308777,1639.0
